№,Продукт,"Дни просрочки",Сцепка,"Вероятность взыскания","Ставка резерва",База,"Расчет суммы",Потери,База,Расчет,Потери,"Истина/ Ложь для резерва по стандартному сценарию","Истина/ Ложь для резерва по сценарию реструктуризации"
675,Автокредиты,674,Автокредиты674,0.01230565388457,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
676,Автокредиты,675,Автокредиты675,0.01230565388457,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
677,Автокредиты,676,Автокредиты676,0.01230565388457,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
678,Автокредиты,677,Автокредиты677,0.01230565388457,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
679,Автокредиты,678,Автокредиты678,0.01230565388457,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
680,Автокредиты,679,Автокредиты679,0.01230565388457,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
681,Автокредиты,680,Автокредиты680,0.01230565388457,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
682,Автокредиты,681,Автокредиты681,0.01230565388457,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
683,Автокредиты,682,Автокредиты682,0.01230565388457,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
684,Автокредиты,683,Автокредиты683,0.01230565388457,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
685,Автокредиты,684,Автокредиты684,0.01230565388457,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
686,Автокредиты,685,Автокредиты685,0.01230565388457,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
687,Автокредиты,686,Автокредиты686,0.01230565388457,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
688,Автокредиты,687,Автокредиты687,0.01230565388457,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
689,Автокредиты,688,Автокредиты688,0.01230565388457,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
690,Автокредиты,689,Автокредиты689,0.01230565388457,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
691,Автокредиты,690,Автокредиты690,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
692,Автокредиты,691,Автокредиты691,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
693,Автокредиты,692,Автокредиты692,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
694,Автокредиты,693,Автокредиты693,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
695,Автокредиты,694,Автокредиты694,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
696,Автокредиты,695,Автокредиты695,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
697,Автокредиты,696,Автокредиты696,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
698,Автокредиты,697,Автокредиты697,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
699,Автокредиты,698,Автокредиты698,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
700,Автокредиты,699,Автокредиты699,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
701,Автокредиты,700,Автокредиты700,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
702,Автокредиты,701,Автокредиты701,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
703,Автокредиты,702,Автокредиты702,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
704,Автокредиты,703,Автокредиты703,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
705,Автокредиты,704,Автокредиты704,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
706,Автокредиты,705,Автокредиты705,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
707,Автокредиты,706,Автокредиты706,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
708,Автокредиты,707,Автокредиты707,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
709,Автокредиты,708,Автокредиты708,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
710,Автокредиты,709,Автокредиты709,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
711,Автокредиты,710,Автокредиты710,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
712,Автокредиты,711,Автокредиты711,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
713,Автокредиты,712,Автокредиты712,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
714,Автокредиты,713,Автокредиты713,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
715,Автокредиты,714,Автокредиты714,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
716,Автокредиты,715,Автокредиты715,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
717,Автокредиты,716,Автокредиты716,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
718,Автокредиты,717,Автокредиты717,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
719,Автокредиты,718,Автокредиты718,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
720,Автокредиты,719,Автокредиты719,0.00707969483036,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
721,Автокредиты,720,Автокредиты720,0.00707969483036,1,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
,"Банковские карты",0,"Банковские карты0",0.99,0.0603,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,FALSE,FALSE
722,"Банковские карты",1,"Банковские карты1",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
723,"Банковские карты",2,"Банковские карты2",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
724,"Банковские карты",3,"Банковские карты3",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
725,"Банковские карты",4,"Банковские карты4",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
726,"Банковские карты",5,"Банковские карты5",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
727,"Банковские карты",6,"Банковские карты6",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
728,"Банковские карты",7,"Банковские карты7",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
729,"Банковские карты",8,"Банковские карты8",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
730,"Банковские карты",9,"Банковские карты9",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
731,"Банковские карты",10,"Банковские карты10",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
732,"Банковские карты",11,"Банковские карты11",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
733,"Банковские карты",12,"Банковские карты12",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
734,"Банковские карты",13,"Банковские карты13",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
735,"Банковские карты",14,"Банковские карты14",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
736,"Банковские карты",15,"Банковские карты15",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
737,"Банковские карты",16,"Банковские карты16",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
738,"Банковские карты",17,"Банковские карты17",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
739,"Банковские карты",18,"Банковские карты18",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
740,"Банковские карты",19,"Банковские карты19",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
741,"Банковские карты",20,"Банковские карты20",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
742,"Банковские карты",21,"Банковские карты21",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
743,"Банковские карты",22,"Банковские карты22",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
744,"Банковские карты",23,"Банковские карты23",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
745,"Банковские карты",24,"Банковские карты24",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
746,"Банковские карты",25,"Банковские карты25",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
747,"Банковские карты",26,"Банковские карты26",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
748,"Банковские карты",27,"Банковские карты27",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
749,"Банковские карты",28,"Банковские карты28",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
750,"Банковские карты",29,"Банковские карты29",0.95,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
751,"Банковские карты",30,"Банковские карты30",0.9,0.0014,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
752,"Банковские карты",31,"Банковские карты31",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
753,"Банковские карты",32,"Банковские карты32",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
754,"Банковские карты",33,"Банковские карты33",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
755,"Банковские карты",34,"Банковские карты34",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
756,"Банковские карты",35,"Банковские карты35",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
757,"Банковские карты",36,"Банковские карты36",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
758,"Банковские карты",37,"Банковские карты37",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
759,"Банковские карты",38,"Банковские карты38",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
760,"Банковские карты",39,"Банковские карты39",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
761,"Банковские карты",40,"Банковские карты40",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
762,"Банковские карты",41,"Банковские карты41",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
763,"Банковские карты",42,"Банковские карты42",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
764,"Банковские карты",43,"Банковские карты43",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
765,"Банковские карты",44,"Банковские карты44",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
766,"Банковские карты",45,"Банковские карты45",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
767,"Банковские карты",46,"Банковские карты46",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
768,"Банковские карты",47,"Банковские карты47",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
769,"Банковские карты",48,"Банковские карты48",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
770,"Банковские карты",49,"Банковские карты49",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
771,"Банковские карты",50,"Банковские карты50",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
772,"Банковские карты",51,"Банковские карты51",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
773,"Банковские карты",52,"Банковские карты52",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
774,"Банковские карты",53,"Банковские карты53",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
775,"Банковские карты",54,"Банковские карты54",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
776,"Банковские карты",55,"Банковские карты55",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
777,"Банковские карты",56,"Банковские карты56",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
778,"Банковские карты",57,"Банковские карты57",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
779,"Банковские карты",58,"Банковские карты58",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
780,"Банковские карты",59,"Банковские карты59",0.9,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
781,"Банковские карты",60,"Банковские карты60",0.63122106416163,0.0644,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
782,"Банковские карты",61,"Банковские карты61",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
783,"Банковские карты",62,"Банковские карты62",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
784,"Банковские карты",63,"Банковские карты63",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
785,"Банковские карты",64,"Банковские карты64",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
786,"Банковские карты",65,"Банковские карты65",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
787,"Банковские карты",66,"Банковские карты66",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
788,"Банковские карты",67,"Банковские карты67",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
789,"Банковские карты",68,"Банковские карты68",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
790,"Банковские карты",69,"Банковские карты69",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
791,"Банковские карты",70,"Банковские карты70",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
792,"Банковские карты",71,"Банковские карты71",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
793,"Банковские карты",72,"Банковские карты72",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
794,"Банковские карты",73,"Банковские карты73",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
795,"Банковские карты",74,"Банковские карты74",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
796,"Банковские карты",75,"Банковские карты75",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
797,"Банковские карты",76,"Банковские карты76",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
798,"Банковские карты",77,"Банковские карты77",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
799,"Банковские карты",78,"Банковские карты78",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
800,"Банковские карты",79,"Банковские карты79",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
801,"Банковские карты",80,"Банковские карты80",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
802,"Банковские карты",81,"Банковские карты81",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
803,"Банковские карты",82,"Банковские карты82",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
804,"Банковские карты",83,"Банковские карты83",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
805,"Банковские карты",84,"Банковские карты84",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
806,"Банковские карты",85,"Банковские карты85",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
807,"Банковские карты",86,"Банковские карты86",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
808,"Банковские карты",87,"Банковские карты87",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
809,"Банковские карты",88,"Банковские карты88",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
810,"Банковские карты",89,"Банковские карты89",0.63122106416163,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
811,"Банковские карты",90,"Банковские карты90",0.48523308390099,0.2365,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
812,"Банковские карты",91,"Банковские карты91",0.48523308390099,0.3543,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
813,"Банковские карты",92,"Банковские карты92",0.48523308390099,0.3543,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
814,"Банковские карты",93,"Банковские карты93",0.48523308390099,0.3543,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
815,"Банковские карты",94,"Банковские карты94",0.48523308390099,0.3543,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
816,"Банковские карты",95,"Банковские карты95",0.48523308390099,0.3543,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
817,"Банковские карты",96,"Банковские карты96",0.48523308390099,0.3543,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
818,"Банковские карты",97,"Банковские карты97",0.48523308390099,0.3543,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
819,"Банковские карты",98,"Банковские карты98",0.48523308390099,0.3543,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
820,"Банковские карты",99,"Банковские карты99",0.48523308390099,0.3543,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
821,"Банковские карты",100,"Банковские карты100",0.48523308390099,0.3543,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
822,"Банковские карты",101,"Банковские карты101",0.48523308390099,0.3543,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
823,"Банковские карты",102,"Банковские карты102",0.48523308390099,0.3543,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
824,"Банковские карты",103,"Банковские карты103",0.48523308390099,0.3543,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
825,"Банковские карты",104,"Банковские карты104",0.48523308390099,0.3543,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
826,"Банковские карты",105,"Банковские карты105",0.48523308390099,0.3543,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
827,"Банковские карты",106,"Банковские карты106",0.48523308390099,0.3543,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
